original_title,popularity,vote_average,vote_count,log_budget,log_revenue,everything,id,genre
The International,13.391833,6.0,368,17.72753358339242,17.912541375636046,"an interpol agent and an attorney are determined to bring one of the worlds most powerful banks to justice uncovering money laundering arms trading and conspiracy to destabilize world governments their investigation takes them from berlin milan new york and istanbul finding themselves in a chase across the globe their relentless tenacity puts their own lives at risk Drama,Thriller,Crime duringcreditsstinger Studio Babelsberg, Atlas Entertainment, Mosaic Media Group, X-Filme Creative Pool Germany, United Kingdom, United States of America English, Français, Deutsch, Italiano, Pусский",4959,"Drama,Thriller,Crime"
Escape from L.A.,21.637234,5.6,373,17.72753358339242,17.55976241806633,"this time a cataclysmic temblor hits los angeles turning it into an island the president views the quake as a sign from above expels los angeles from the country and makes it a penal colony for those found guilty of moral crimes when his daughter part of a resistance movement steals the control unit for a doomsday weapon snake again gets tapped to save the day Action,Adventure,Science Fiction,Thriller prison usa president earthquake dystopia attempt to escape los angeles reluctant hero Paramount Pictures, Rysher Entertainment United States of America English",10061,"Action,Adventure,Science Fiction,Thriller"
The Iron Giant,61.245957,7.6,1436,18.064005814299346,16.95790724476241,"in the small town of rockwell maine in october 1957 a giant metal machine befriends a nineyearold boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices Adventure,Animation,Family,Fantasy,Science Fiction cold war friendship giant robot sitting on a toilet fear of unknown 1950s laxative Warner Bros. Animation United States of America English",10386,"Adventure,Animation,Family,Fantasy,Science Fiction"
The Life Aquatic with Steve Zissou,25.237969,7.1,775,17.72753358339242,17.365369409842533,"wes andersons incisive quirky comedy build up stars complex characters like in the royal tenenbaums with bill murray on in the leading role an ocean adventure documentary film maker zissou is put in all imaginable life situations and a tough life crisis as he attempts to make a new film about capturing the creature that caused him pain Adventure,Comedy,Drama ocean film making loss of mother cynic red cap ship Touchstone Pictures, American Empirical Pictures United States of America English, Íslenska, Português, Français, , Deutsch, Italiano",421,"Adventure,Comedy,Drama"
Free State of Jones,21.589393,6.6,428,17.72753358339242,17.035823389843156,"in 1863 mississippi farmer newt knight serves as a medic for the confederate army opposed to slavery knight would rather help the wounded than fight the union after his nephew dies in battle newt returns home to jones county to safeguard his family but is soon branded an outlaw deserter forced to flee he finds refuge with a group of runaway slaves hiding out in the swamps forging an alliance with the slaves and other farmers knight leads a rebellion that would forever change history War,Action,Drama,History,Thriller slavery american civil war Larger Than Life Productions, Vendian Entertainment, Route One Films United States of America English, Deutsch",316152,"War,Action,Drama,History,Thriller"
The Life of David Gale,22.442241,7.3,480,17.72753358339242,17.4779330683456,"a man against capital punishment is accused of murdering a fellow activist and is sent to death row Drama,Thriller,Crime prison journalist texas professor death penalty death row interview murder reporter intern innocent activist Mikona Productions GmbH & Co. KG, Universal Pictures, Intermedia Films, Saturn Films, Dirty Hands Productions Germany, United Kingdom, United States of America English, Español",11615,"Drama,Thriller,Crime"
Man of the House,6.004422,5.4,120,17.50439003707821,0.0,"texas ranger roland sharp is assigned to protect the only witnesses to the murder of a key figure in the prosecution of a drug kingpin a group of university of texas cheerleaders sharp must now go undercover as an assistant cheerleading coach and move in with the young women Comedy,Action  Revolution Studios, Bel Air Entertainment United States of America English",13498,"Comedy,Action"
Run All Night,74.64653,6.3,1148,17.72753358339242,18.086069804043206,"brooklyn mobster and prolific hit man jimmy conlon has seen better days longtime best friend of a mob boss jimmy is haunted by the sins of his pastas well as a dogged police detective whos been one step behind jimmy for 30 years but when jimmys estranged son becomes a target jimmy must make a choice between the crime family he chose and the real family he abandoned long ago now with nowhere safe to turn jimmy has just one night to figure out exactly where his loyalties lie and to see if he can finally make things right Action,Crime,Drama,Mystery,Thriller hitman revenge murder on the run mobster Vertigo Entertainment, Energy Entertainment, RatPac-Dune Entertainment United States of America English",241554,"Action,Crime,Drama,Mystery,Thriller"
Eastern Promises,35.481169,7.2,848,17.75709238505144,17.82488451395229,"a russian teenager living in london who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent russian mob family Thriller,Crime,Mystery london england gay male nudity female nudity father son relationship sex jealousy underworld undercover hitman russian diary human trafficking midwife murder mother daughter relationship orphan gangster motorcycle bathhouse BBC Films, Serendipity Point Films, Téléfilm Canada, Astral Media, Scion Films, Focus Features, Corus Entertainment, Shine Pictures, Kudos Film and Television United Kingdom, United States of America, Canada English, Pусский, Türkçe, Український, اردو",2252,"Thriller,Crime,Mystery"
Into the Blue,14.723467,5.8,458,17.72753358339242,17.609525402397228,"when they take some friends on an extreme sport adventure the last thing jared and sam expect to see below the sharkinfested waters is a legendary pirate ship rumored to contain millions of dollars in gold but their good fortune is shortlived as a ruthless gang of criminals gets word of what they have uncovered Action,Thriller,Adventure,Crime diving cocaine shipwreck sailing airplane wrack Columbia Pictures Corporation, Mandalay Pictures, Metro-Goldwyn-Mayer (MGM) United States of America English",11968,"Action,Thriller,Adventure,Crime"
Joan of Arc,21.084542,6.2,367,17.909855136853043,18.019849652186014,"in 1429 a teenage girl from a remote french village stood before her king with a message she claimed came from god that she would defeat the worlds greatest army and liberate her country from its political and religious turmoil following her mission to reclaim gods dimished kingdom through her amazing victories until her violent and untimely death Adventure,Drama,Action,History,War schizophrenia france rape siege biography orlans charles vii false history joan of arc religious delusions Columbia Pictures, Gaumont France English, Latin",10047,"Adventure,Drama,Action,History,War"
